flow_display,label,start_ts,eval_n,duration_s,total_pkts,total_bytes,pkts_up,mean_pkt_sz,std_pkt_sz,min_pkt_sz,max_pkt_sz,mean_pkt_sz_up,std_iat,mean_iat_up,std_iat_up,std_iat_down,byte_ratio_up,pkt_ratio_up,seq_size_00,seq_size_01,seq_size_02,seq_size_03,seq_size_04,seq_size_05,seq_size_06,seq_size_07,seq_size_08,seq_size_09,seq_size_10,seq_size_11,seq_size_12,seq_size_13,seq_size_14,seq_size_15,seq_size_16,seq_size_17,seq_size_18,seq_size_19,seq_dir_00,seq_dir_01,seq_dir_02,seq_dir_03,seq_dir_04,seq_dir_05,seq_dir_06,seq_dir_07,seq_dir_08,seq_dir_09,seq_dir_10,seq_dir_11,seq_dir_12,seq_dir_13,seq_dir_14,seq_dir_15,seq_dir_16,seq_dir_17,seq_dir_18,seq_dir_19,seq_iat_00,seq_iat_01,seq_iat_02,seq_iat_03,seq_iat_04,seq_iat_05,seq_iat_06,seq_iat_07,seq_iat_08,seq_iat_09,seq_iat_10,seq_iat_11,seq_iat_12,seq_iat_13,seq_iat_14,seq_iat_15,seq_iat_16,seq_iat_17,seq_iat_18,seq_iat_19,tls_up_00,tls_up_01,tls_up_02,tls_up_03,tls_up_04,tls_up_05,tls_up_06,tls_up_07,tls_up_08,tls_up_09,tls_up_10,tls_up_11,tls_up_12,tls_up_13,tls_up_14,tls_up_15,tls_up_16,tls_up_17,tls_up_18,tls_up_19,tls_down_00,tls_down_01,tls_down_02,tls_down_03,tls_down_04,tls_down_05,tls_down_06,tls_down_07,tls_down_08,tls_down_09,tls_down_10,tls_down_11,tls_down_12,tls_down_13,tls_down_14,tls_down_15,tls_down_16,tls_down_17,tls_down_18,tls_down_19
10.11.0.30:60034 → 10.11.0.5:8443,4,1782734472.096964,n5,0.0024700164794921875,5,4381,3,876.2,995.775928610448,80,2425,482,0.0001776136139323228,0.00007593631744384766,0.00006794071979956119,0,0.33006162976489384,0.6,2425,80,1285,510,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00039005279541015625,0.0001239776611328125,0.00002288818359375,0.0000050067901611328125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,1280,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:50450 → 10.11.0.5:8441,2,1782734472.10121,n3,0.002557992935180664,3,2896,2,965.3333333333334,1273.6366567170298,80,2425,235.5,0.00022068089880304114,0.00011801719665527344,0,0,0.16263812154696133,0.6666666666666666,2425,80,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00043010711669921875,0.00011801719665527344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:50450 → 10.11.0.5:8441,2,1782734472.10121,n5,0.002622842788696289,5,3489,3,697.8,983.9043144533923,80,2425,184.66666666666666,0.00018900748458227287,0.00007200241088867188,0.00006507473410082038,0,0.1587847520779593,0.6,2425,80,391,83,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00043010711669921875,0.00011801719665527344,0.000025987625122070313,0.00003886222839355469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,386,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:45670 → 10.11.0.5:8440,1,1782734472.106282,n3,0.003056049346923828,3,3046,2,1015.3333333333334,1242.376888602381,80,2425,310.5,0.0005290272425087419,0.00018095970153808594,0,0,0.20387393302692056,0.6666666666666666,2425,80,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009291172027587891,0.00018095970153808594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:45670 → 10.11.0.5:8440,1,1782734472.106282,n5,0.003122091293334961,5,3639,3,727.8,974.4525129527862,80,2425,234.66666666666666,0.00042917279689908125,0.0001119375228881836,0.00009761210115123058,0,0.19345974168727673,0.6,2425,80,541,83,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009291172027587891,0.00018095970153808594,0.00004291534423828125,0.000023126602172851563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,536,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:45670 → 10.11.0.5:8440,1,1782734472.106282,n8,2.0672860145568848,8,4295,5,536.875,784.059661997369,80,2425,236.6,0.7789513196712246,0.5161027312278748,1.031966886522124,0.0009268934924515815,0.27543655413271245,0.625,2425,80,541,83,510,177,330,149,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009291172027587891,0.00018095970153808594,0.00004291534423828125,0.000023126602172851563,0.0024869441986083984,2.0615429878234863,0.00013399124145507813,0,0,0,0,0,0,0,0,0,0,0,0,69,536,78,325,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,172,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:38650 → 10.11.0.5:8440,1,1782734231.397566,n20,242.78304386138916,20,13589,2,679.45,597.5739086638486,80,2425,143,13.44675444128868,0.00028514862060546875,0,13.439006317469547,0.02104643461623372,0.1,2425,80,206,510,429,180,180,1085,1085,180,1085,180,1085,1085,180,1085,1085,179,1085,180,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.001055002212524414,0.00028514862060546875,0.00015592575073242188,0.00298309326171875,15.25679087638855,9.882703065872192,0.8873898983001709,9.591239213943481,4.685964822769165,52.78944516181946,16.05792999267578,27.958732843399048,13.404016017913818,16.366564989089966,28.33459496498108,18.899984121322632,5.551393032073975,21.041286945343018,2.0663869380950928,69,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,424,175,175,1080,1080,175,1080,175,1080,1080,175,1080,1080,174
10.11.0.30:38598 → 10.11.0.5:8444,5,1782734479.928956,n3,0.0070760250091552734,3,2856,2,952,1282.8316335357497,80,2425,215.5,0.00025456696500579995,0.0006430149078369141,0,0,0.15091036414565825,0.6666666666666666,2425,80,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010030269622802734,0.0006430149078369141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:38598 → 10.11.0.5:8444,5,1782734479.928956,n5,0.007376909255981445,5,3449,3,689.8,987.1796695637527,80,2425,171.33333333333334,0.0004193936417979448,0.0003604888916015625,0.0003995521238832754,0,0.14902870397216583,0.6,2425,80,351,83,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010030269622802734,0.0006430149078369141,0.00007796287536621094,0.00022292137145996094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,346,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:46980 → 10.11.0.5:8445,6,1782734479.941395,n3,0.004437923431396484,3,3052,2,1017.3333333333334,1241.2358089151849,80,2425,313.5,0.00032183333522918685,0.0002949237823486328,0,0,0.20543905635648754,0.6666666666666666,2425,80,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007500648498535156,0.0002949237823486328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:46980 → 10.11.0.5:8445,6,1782734479.941395,n5,0.00450897216796875,5,3645,3,729,974.1686199010929,80,2425,236.66666666666666,0.0003374597700097865,0.00017595291137695313,0.00016825021925548898,0,0.19478737997256515,0.6,2425,80,547,83,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007500648498535156,0.0002949237823486328,0.00005698204040527344,0.000014066696166992188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,542,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:50954 → 10.11.0.5:8442,3,1782734479.948747,n3,0.0032591819763183594,3,3767,2,1255.6666666666667,1172.5128286433942,80,2425,671,0.00027277440356250615,0.00019812583923339844,0,0,0.3562516591452084,0.6666666666666666,2425,80,1262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005838871002197266,0.00019812583923339844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:50954 → 10.11.0.5:8442,3,1782734479.948747,n5,0.003309011459350586,5,4360,3,872,993.0682252494034,80,2425,475,0.0002638295494464732,0.00011849403381347656,0.00011261637922110885,0,0.3268348623853211,0.6,2425,80,1262,83,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005838871002197266,0.00019812583923339844,0.00003886222839355469,0.000010967254638671875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,1257,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:40190 → 10.11.0.5:8443,4,1782734479.954428,n3,0.002917051315307617,3,3311,2,1103.6666666666667,1200.5041996316936,80,2425,443,0.00022472699626008698,0.00015306472778320313,0,0,0.26759287224403505,0.6666666666666666,2425,80,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00047087669372558594,0.00015306472778320313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:40190 → 10.11.0.5:8443,4,1782734479.954428,n5,0.002952098846435547,5,3904,3,780.8,968.9436000098252,80,2425,323,0.0002142227750471367,0.0000940561294555664,0.00008345076005157018,0,0.24820696721311475,0.6,2425,80,806,510,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00047087669372558594,0.00015306472778320313,0.000032901763916015625,0.0000021457672119140625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,801,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:49996 → 10.11.0.5:8441,2,1782734479.959836,n3,0.002711057662963867,3,3297,2,1099,1202.2657776049355,80,2425,436,0.00021292587867703666,0.00014400482177734375,0,0,0.26448286320897785,0.6666666666666666,2425,80,792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004451274871826172,0.00014400482177734375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:49996 → 10.11.0.5:8441,2,1782734479.959836,n5,0.002914905548095703,5,3890,3,778,968.8727986686384,80,2425,318.3333333333333,0.00017618971683243812,0.0000864267349243164,0.00008142771132304726,0,0.2455012853470437,0.6,2425,80,792,83,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004451274871826172,0.00014400482177734375,0.000028848648071289063,0.00017499923706054688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,787,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:47962 → 10.11.0.5:8440,1,1782734479.965012,n3,0.002466917037963867,3,3160,2,1053.3333333333333,1222.1940653322342,80,2425,367.5,0.00019370691575606896,0.0001380443572998047,0,0,0.23259493670886075,0.6666666666666666,2425,80,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004119873046875,0.0001380443572998047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:47962 → 10.11.0.5:8440,1,1782734479.965012,n5,0.0025348663330078125,5,3753,3,750.6,970.3140213353613,80,2425,272.6666666666667,0.0001785786458255944,0.00008356571197509766,0.00007704443907791429,0,0.217958966160405,0.6,2425,80,655,83,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004119873046875,0.0001380443572998047,0.000029087066650390625,0.00003886222839355469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,650,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:38598 → 10.11.0.5:8444,5,1782734479.928956,n8,2.863204002380371,8,4640,5,580,790.4474320643611,80,2425,305.6,1.0775674176615329,0.7141927480697632,1.4278061611389326,0.0012637311057506467,0.3293103448275862,0.625,2425,80,351,83,510,177,855,159,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010030269622802734,0.0006430149078369141,0.00007796287536621094,0.00022292137145996094,0.003734111785888672,2.851944923400879,0.0001480579376220703,0,0,0,0,0,0,0,0,0,0,0,0,69,346,78,850,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,172,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:53044 → 10.11.0.5:8444,5,1782734113.555226,n20,369.2481758594513,20,31768,2,1588.4,1009.8631173527796,80,2425,143,17.214813991687212,0.0002570152282714844,0,16.752007477937003,0.009002770083102494,0.1,2425,80,206,510,429,2298,2298,2298,181,2298,2298,2298,2298,181,2298,2297,2298,2298,2298,181,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.000820159912109375,0.0002570152282714844,0.00008797645568847656,0.0068738460540771484,46.61269807815552,47.71646308898926,22.163372039794922,28.764222860336304,26.3548481464386,26.85516595840454,12.440290927886963,44.013020038604736,9.03194785118103,4.3612961769104,44.71403503417969,18.902172803878784,26.592584133148193,7.856035947799683,2.8585009574890137,69,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,424,2293,2293,2293,176,2293,2293,2293,2293,176,2293,2292,2293,2293
10.11.0.30:50966 → 10.11.0.5:8442,3,1782734485.993206,n3,0.005933046340942383,3,3015,1,1005,1248.4089874716537,80,2425,80,0.00037055509210778034,0,0,0,0.026533996683250415,0.3333333333333333,2425,80,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009570121765136719,0.0004329681396484375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:50966 → 10.11.0.5:8442,3,1782734485.993206,n5,0.006023883819580078,5,3704,3,740.8,964.6987612721393,80,2425,256.3333333333333,0.00043257844989546526,0.0002619028091430664,0.000260130349009238,0,0.2076133909287257,0.6,2425,80,510,547,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009570121765136719,0.0004329681396484375,0.000012874603271484375,0.00007796287536621094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,542,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:38598 → 10.11.0.5:8444,5,1782734479.928956,n10,8.878046989440918,10,4841,5,484.1,726.7298825713871,24,2425,305.6,2.1072134454508524,0.7141927480697632,1.4278061611389326,2.864135757742299,0.3156372650278868,0.5,2425,80,351,83,510,177,855,159,177,24,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,-1,-1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0.0010030269622802734,0.0006430149078369141,0.00007796287536621094,0.00022292137145996094,0.003734111785888672,2.851944923400879,0.0001480579376220703,0.003503084182739258,6.011339902877808,0,0,0,0,0,0,0,0,0,0,69,346,78,850,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,172,172,19,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:41762 → 10.11.0.5:8444,5,1782734500.361736,n3,0.005817890167236328,3,3416,2,1138.6666666666667,1188.9618721108484,80,2425,495.5,0.00028002366150637996,0.00055694580078125,0,0,0.29010538641686184,0.6666666666666666,2425,80,911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009529590606689453,0.00055694580078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:41762 → 10.11.0.5:8444,5,1782734500.361736,n5,0.00591588020324707,5,4009,3,801.8,970.7624323180208,80,2425,358,0.00043853885867081987,0.0003274679183959961,0.00032453073353388404,0,0.2678972312297331,0.6,2425,80,911,510,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009529590606689453,0.00055694580078125,0.00005793571472167969,0.0000400543212890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,906,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:51800 → 10.11.0.5:8445,6,1782734500.373156,n3,0.003732919692993164,3,3331,2,1110.3333333333333,1198.0777659790424,80,2425,453,0.00029637663872860684,0.00021195411682128906,0,0,0.27199039327529273,0.6666666666666666,2425,80,826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006310939788818359,0.00021195411682128906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:51800 → 10.11.0.5:8445,6,1782734500.373156,n5,0.0037920475006103516,5,3924,3,784.8,969.1149054678707,80,2425,329.6666666666667,0.00028447229924155284,0.00013554096221923828,0.0001080645195819323,0,0.2520387359836901,0.6,2425,80,826,510,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006310939788818359,0.00021195411682128906,0.00005507469177246094,0.0000040531158447265625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,821,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:52014 → 10.11.0.5:8445,6,1782734314.960888,n20,185.42188620567322,20,65447,2,3272.35,3353.679962683569,80,7240,143,14.795966498849642,0.0003650188446044922,0,15.263711275718313,0.004369948202362217,0.1,2425,80,206,510,429,7240,554,7240,554,7240,554,7240,554,7240,554,7240,553,7240,554,7240,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.000985860824584961,0.0003650188446044922,0.00003409385681152344,0.0038568973541259766,9.509845972061157,0.0000209808349609375,44.01456904411316,0.000023126602172851563,13.391104936599731,0.000014066696166992188,44.71494483947754,0.000023126602172851563,18.901866912841797,0.000025987625122070313,26.591429948806763,0.000015974044799804688,7.856949090957642,0.00002193450927734375,20.43142318725586,69,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,424,7789,7789,7789,7789,7789,7788,7789,0,0,0,0,0,0
10.11.0.30:37308 → 10.11.0.5:8442,3,1782734500.380294,n3,0.0030379295349121094,3,3016,2,1005.3333333333334,1248.2108529144157,80,2425,295.5,0.0002530496784594078,0.0001590251922607422,0,0,0.19595490716180372,0.6666666666666666,2425,80,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005168914794921875,0.0001590251922607422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:37308 → 10.11.0.5:8442,3,1782734500.380294,n5,0.003075838088989258,5,3609,3,721.8,975.9814035113578,80,2425,224.66666666666666,0.00023554601299971144,0.00009846687316894531,0.00008564239617413667,0,0.18675533388750346,0.6,2425,80,511,510,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005168914794921875,0.0001590251922607422,0.00003695487976074219,0.00000095367431640625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,506,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:56342 → 10.11.0.5:8443,4,1782734500.386219,n3,0.002557039260864258,3,3726,2,1242,1172.6410362937158,80,2425,650.5,0.00019589855187863547,0.00015497207641601563,0,0,0.34916800858829844,0.6666666666666666,2425,80,1221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00043201446533203125,0.00015497207641601563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,1216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:56342 → 10.11.0.5:8443,4,1782734500.386219,n5,0.0025899410247802734,5,4318,3,863.6,989.4019911037171,80,2425,461,0.00019594971142412537,0.00009393692016601563,0.00008631674575031098,0,0.3202871699861047,0.6,2425,80,1221,510,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00043201446533203125,0.00015497207641601563,0.00002193450927734375,0.000010967254638671875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,1216,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:37962 → 10.11.0.5:8441,2,1782734500.390812,n3,0.0025010108947753906,3,2834,2,944.6666666666666,1288.0373959374524,80,2425,204.5,0.00021646621395195176,0.00015687942504882813,0,0,0.14431898376852506,0.6666666666666666,2425,80,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004630088806152344,0.00015687942504882813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:37962 → 10.11.0.5:8441,2,1782734500.390812,n5,0.002674102783203125,5,3427,3,685.4,989.1144018767495,80,2425,164,0.0001838924525297028,0.00009751319885253906,0.00008395652223370091,0,0.14356580099212138,0.6,2425,80,329,83,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004630088806152344,0.00015687942504882813,0.00003814697265625,0.00013494491577148438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,324,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:42294 → 10.11.0.5:8440,1,1782734500.396111,n3,0.002346038818359375,3,3366,2,1122,1194.0883551898494,80,2425,470.5,0.00019235821660372037,0.0001480579376220703,0,0,0.2795603089720737,0.6666666666666666,2425,80,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004200935363769531,0.0001480579376220703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
